time,x_true,y_true,vx_true,vy_true,x_meas,y_meas,vx_meas,vy_meas
0.0,0.717817740770182,0.34823741136653125,50.07725012819788,29.99400424109685,2.487955426658507,-0.1890367123776911,51.85666257174295,31.24542594006236
0.01,1.1654070896764788,0.7734867140199159,49.99270955711558,29.97993353050347,2.6178601756136133,1.756629826852264,50.57139813449579,26.87167613375916
0.02,1.5859682330320444,0.961529697782313,50.027593912472305,30.178263193925837,1.472112134908386,0.04702046916109204,48.54457449129444,31.299250726073808
0.03,1.9830783487605324,1.1884447578424595,50.285870581009384,30.098123539758664,0.7134671495432905,3.5365237131369107,49.53679646915617,29.505703202097273
0.04,2.361056972164083,1.3959454612091204,50.21879606194074,30.160869094650703,0.43009348791381585,1.3454217610955579,53.47558438248569,31.019597327338925
0.05,2.9360972450526335,1.7366037995113655,50.288656619917674,30.00639437138303,4.036235142285019,0.7927867554739654,51.07600244281596,30.221851725947474
0.06,3.6337271897927903,2.052057969299537,50.3431467611745,30.159112354905808,2.116408989699259,1.5996628957005818,48.67724843765458,28.189407727875746
0.07,4.240051222506488,2.423598059111537,50.452975005427334,30.35913616590873,5.087424871025867,2.220065811894578,51.846879392845636,32.07825380460889
0.08,4.55911043593281,2.6526574716948477,50.58288265964848,30.415505694926487,4.083783229105798,2.907733385247554,50.20970967890023,29.72302156748824
0.09,4.9576379269099835,2.812166254384242,50.42175680154169,30.35228721691827,5.702254730480933,2.1211933734949953,50.16194829196006,33.340203267647404
0.1,5.508073912038646,3.105011640309989,50.34238804686671,30.20326874213432,4.010005455342832,1.2389270850430334,53.44685703586658,29.22155174743864
0.11,6.1658448907827506,3.3987574829405647,50.33386257894067,30.24639256481947,6.4937674099012295,3.315244682523124,48.734420833719696,28.979049353241418
0.12,6.709993120226843,3.76949328935432,50.40650612375279,30.28386875991421,7.293386298000932,5.208998865749316,50.96592409313308,29.27848630494465
0.13,7.102327133310103,3.94916975003239,50.28727369611687,30.275425461621357,8.199074612456274,4.150101977443274,48.74157913760433,29.883654056348174
0.14,7.613392157716184,4.332116988875325,50.246369357831725,30.190658012302976,7.440093108719147,3.189914203927888,53.57451623204084,27.15330195336744
0.15,8.231496441382797,4.521506061970657,50.2411355204789,30.193625361566973,7.5450799523155,4.00269895717843,54.86262216177185,31.193340297040205
0.16,8.663910119842674,4.687719987417432,50.200485317008535,30.147006371819174,8.694161081482559,4.469326667488216,50.468582095162944,29.24097268578364
0.17,9.152531905721668,4.9295101150707215,50.39270288364128,30.025018810030943,8.446860796395947,4.95652174124531,50.623517941180495,29.899632993450375
0.18,9.731850791055235,5.031716371778998,50.31726144947487,29.9515388255348,9.757384012750869,5.234210906915772,53.77865427093638,30.091645608234355
0.19,10.289988923641008,5.312830376065178,50.57457806660921,29.97699134038607,9.919413201850201,3.994793542423729,51.442407399499515,34.371679909330254
0.2,10.838093416232748,5.741518432708714,50.63847790434746,30.074000074770943,9.945852157619836,6.77705922355333,47.87841325670392,31.92379155581881
0.21,11.47455979167226,6.057390308892378,50.778848506512205,30.03003785229274,11.076432577056053,6.166865571796657,50.528973272440034,28.36105707345108
0.22,11.791666137850905,6.265607279932188,50.65584527736714,29.989803811413907,13.797776217793643,6.007915640855894,52.15016064779211,28.283997738650157
0.23,12.39284007474456,6.30205770431449,50.669078914736716,30.083213023209673,11.633258111472347,7.595003232638201,51.148413223063386,28.976314862176185
0.24,12.876972919842947,6.622206415866621,50.73486095091103,30.08395639240035,13.245156649463954,6.6005955652587085,51.34480334247495,29.06962605677332
0.25,13.450243009633226,6.999736890109957,50.75323563348536,30.118497146236596,14.549043907227343,8.5618178013766,50.23709431871716,28.624422146723166
0.26,13.997881626233886,7.347994958950834,50.637598528620124,30.12598778209256,14.246663393065386,6.891343305499745,48.50060926468729,32.851186082782014
0.27,14.546552392944854,7.730150935830318,50.56929039602158,30.105649922734766,14.621727684928576,7.948540371591101,52.11910030817362,27.87376033673127
0.28,15.08075549139503,8.13409148437987,50.5969856997208,30.01196180132943,13.686730797120099,7.836147386509565,48.38270683413332,29.66484951495142
0.29,15.575629776747238,8.245803966327756,50.506948640293466,29.959368957253602,17.105598862203898,6.572735513671891,48.51912397789661,33.108524872020645
0.3,16.05705001760512,8.589535879722124,50.39088927536608,29.88805886549368,16.669947860114476,8.76200229115195,50.15359146124697,28.303106281654692
0.31,16.356353323988113,8.835539707334865,50.33832655256913,29.940118100224996,17.13360724048,7.630956426336061,48.93314519362395,29.850802099539187
0.32,16.886312305243326,9.092739670716547,50.200399301557006,29.994070694192477,18.067528450565334,9.511423743955461,49.709489986892834,30.507724375923694
0.33,17.404832227095717,9.3884165154238,50.02849598869289,29.94988663956559,16.794702153773294,9.441287261487451,50.46002143079327,30.138980515100677
0.34,17.9573461835683,9.63788251136252,50.0580940127161,29.937227353764484,17.215524121169707,9.622336707821546,51.991551153003805,30.145378085189858
0.35,18.395867781120838,9.858937222263698,49.98320901193912,30.130712354557765,16.523346883695435,8.994941495555091,48.82609065791939,29.178482781424844
0.36,18.71946483917694,10.155939054329734,49.90383102677418,30.0500488039659,19.666259679962717,11.410162815506197,48.506498137498106,29.78428195876609
0.37,19.201501088824944,10.507305001169895,49.89626143268064,30.04994746735854,19.32780280539753,9.001399568080199,48.688734177843585,28.318203343488864
0.38,19.811558576530317,10.684187411225299,49.8221267131224,30.04171697960732,20.158429831864275,8.88532403348839,52.62301797275505,29.841743896599606
0.39,20.340169372562162,10.868083352187625,49.86614480125219,30.01105254065518,20.009096423948062,11.129900401181525,51.29833158219755,29.213589619988582
0.4,20.908005702653977,11.037012456174631,49.898843316356455,29.957239024184805,21.12185620004083,10.636191616701243,50.44881939373189,31.298218091789483
0.41,21.504045736596034,11.277729172897907,49.877486210496215,29.903416620756158,20.87323503817064,12.48944610267991,52.06605965608154,31.565659153593753
0.42,22.028250255919776,11.362075881037525,49.870089075243484,29.765733212107833,21.488283940098416,12.672170044333779,47.833859093455175,30.07818691117673
0.43,22.61343305351156,11.546590231319247,49.84252841243656,29.846434961682217,23.75189095300995,9.995433529800101,48.905412710285056,29.240264116267458
0.44,22.952445539206412,11.890834457503052,49.75330060613834,29.94142313570187,22.188273071851558,12.362268943917098,47.47388574234951,31.968420048173805
0.45,23.28893722183728,12.209546330649511,49.773755053597554,29.71305874057224,23.895009156653416,12.564721332571203,47.292478302865995,27.296868211641033
0.46,23.74507329799029,12.6755874858085,49.557737721685065,29.714343478497977,23.126302496153603,11.539803583484982,49.69481640000058,30.391854565571975
0.47,24.377706722537567,12.846649134957708,49.66420229880881,29.730259143938465,24.838546194737777,11.911010573317412,46.605717780051066,27.976967760157258
0.48,24.7943638134666,13.196199043055284,49.73870647867136,29.903647902325414,24.6345373164556,11.57460153639731,49.3202684912809,26.497087345089255
0.49,25.23434157282638,13.49723090727341,49.72003190833037,29.94982043732883,25.539578584609146,15.265087826771644,48.30656935740994,32.92513997793507
0.5,25.66572735445052,13.770347746463266,49.76862866620287,29.948503097346386,27.450754760301617,12.959186098435866,47.848941405417975,25.049249981324664
0.51,25.9894302588256,13.962744279648788,49.82906397186922,30.018920306107354,24.38565533841729,14.590063021801713,47.702939070760195,30.17418065044804
0.52,26.43002781670516,14.289586005790076,49.84679158585979,30.138343154078488,26.12838025632007,12.811724065992973,49.63436064151167,31.41006500717904
0.53,26.902718117619415,14.56629307266667,49.64721730505263,30.137655700618758,26.714627517598917,14.204937190152329,51.40714739358491,31.893390678556795
